Replay 7|false|11160
-701.5910034179688,184.39813232421875,848.7339477539062|0.842581570148468,0,-0.5385686159133911|-5.127083202438598e-09,1,-8.021236119759578e-09|Running
-701.2565307617188,184.39813232421875,848.5145874023438|0.842581570148468,0,-0.5385686159133911|-5.1227018182942174e-09,1,-8.014381158716333e-09|Running
-700.921142578125,184.39813232421875,848.2965698242188|0.842581570148468,0,-0.5385686159133911|-5.118325763220355e-09,1,-8.007535079457284e-09|Running
-700.5847778320312,184.39813232421875,848.080078125|0.842581570148468,0,-0.5385686159133911|-5.113953704949381e-09,1,-8.000694329268754e-09|Running
-700.1611938476562,184.39813232421875,847.8145141601562|0.842581570148468,0,-0.5385686159133911|-6.386302597860549e-09,1,-9.9912629281107e-09|Running
-699.7344970703125,184.39813232421875,847.553955078125|0.842581570148468,0,-0.5385686159133911|-6.379482719864882e-09,1,-9.980594128933262e-09|Running
-699.22021484375,184.39813232421875,847.2448120117188|0.842581570148468,0,-0.5385686159133911|-7.646389299509337e-09,1,-1.1962647761265544e-08|Running
-698.7886962890625,184.39813232421875,846.9923095703125|0.842581570148468,0,-0.5385686159133911|-6.364509363976367e-09,1,-9.957167534935252e-09|Running
-698.355224609375,184.39813232421875,846.7430419921875|0.842581570148468,0,-0.5385686159133911|-6.357714799065661e-09,1,-9.94653781560828e-09|Running
-697.919921875,184.39813232421875,846.4970703125|0.842581570148468,0,-0.5385686159133911|-6.350926451403893e-09,1,-9.935917866243926e-09|Running
-697.5708618164062,184.39813232421875,846.3017578125|0.842581570148468,0,-0.5385686159133911|-5.075857067993184e-09,1,-7.941094004593197e-09|Running
-697.2212524414062,184.39813232421875,846.1074829101562|0.842581570148468,0,-0.5385686159133911|-5.071520536858998e-09,1,-7.934309209645107e-09|Running
-696.7842407226562,185.47142028808594,845.8648681640625|0.842581570148468,0,-0.5385686159133911|-6.33331298516282e-09,1,-9.90836213077273e-09|Running
-696.4339599609375,186.1735382080078,845.6718139648438|0.842581570148468,0,-0.5385686159133911|-5.061784769111455e-09,1,-7.91907783792567e-09|Running
-695.9960327148438,187.246826171875,845.430419921875|0.842581570148468,0,-0.5385686159133911|-6.3211533785079155e-09,1,-9.889338237201173e-09|Running
-695.207763671875,188.69259643554688,844.9963989257812|0.842581570148468,0,-0.5385686159133911|-1.1361069418569514e-08,1,-1.7774201666043155e-08|Running
-694.6822509765625,189.97032165527344,844.7067260742188|0.842581570148468,0,-0.5385686159133911|-7.561919979082177e-09,1,-1.1830497470555201e-08|Running
-693.5436401367188,191.94046020507812,844.0791015625|0.842581570148468,0,-0.5385686159133911|-1.6350952591892565e-08,1,-2.5580790818935384e-08|Running
-692.5821533203125,193.05673217773438,843.5447998046875|0.842581570148468,0,-0.5385686159133911|-1.3800009135422897e-08,1,-2.158988188227795e-08|Running
-691.1865234375,194.26425170898438,842.7619018554688|0.842581570148468,0,-0.5385686159133911|-2.001493015768574e-08,1,-3.131302150904958e-08|Running
-689.79443359375,195.46766662597656,841.9734497070312|0.8294022679328918,0,-0.5586518049240112|-2.0164163672120594e-08,1.0000001192092896,-2.9936721546164335e-08|Running
-688.9800415039062,195.7891845703125,841.5117797851562|0.5909481644630432,0,-0.8067095279693604|-1.1345626660386188e-08,1,-8.311141996841798e-09|Freefall
-688.7486572265625,195.8039093017578,841.3806762695312|0.5909481644630432,0,-0.8067095279693604|-4.119075747155421e-09,1,-3.0173936682587055e-09|Freefall
-688.5518798828125,195.76414489746094,841.2691040039062|0.5909481644630432,0,-0.8067095279693604|-4.115559004702618e-09,1,-3.0148172847077603e-09|Freefall
-688.3544921875,195.63778686523438,841.1571044921875|0.5909481644630432,0,-0.8067095279693604|-5.139508374440993e-09,1,-3.76490261189133e-09|Freefall
-688.2110595703125,195.42626953125,841.075927734375|0.5909481644630432,0,-0.8067095279693604|-5.134018543628827e-09,1,-3.7608813840961375e-09|Freefall
-688.1216430664062,195.12960815429688,841.0252685546875|0.5909481644630432,0,-0.8067095279693604|-5.128537150511647e-09,1,-3.756865929460673e-09|Freefall
-688.0862426757812,194.74778747558594,841.005126953125|0.5909481644630432,0,-0.8067095279693604|-5.123058421929727e-09,1,-3.752852695271258e-09|Freefall
-688.0846557617188,194.2808074951172,841.004150390625|0.5909481644630432,0,-0.8067095279693604|-5.1175867987751644e-09,1,-3.7488443460631515e-09|Freefall
-688.0846557617188,193.95974731445312,841.004150390625|0.5909481644630432,0,-0.8067095279693604|-3.067927245581359e-09,1,-2.247383834586003e-09|Freefall
-688.0846557617188,193.48397827148438,841.004150390625|0.5909481644630432,0,-0.8067095279693604|-4.087510774297698e-09,1,-2.9942708312802324e-09|Freefall
-688.0846557617188,192.95370483398438,841.004150390625|0.5909481644630432,0,-0.8067095279693604|-4.084017568573017e-09,1,-2.9917122112976813e-09|Freefall
-688.0846557617188,192.2142333984375,841.004150390625|0.5909481644630432,0,-0.8067095279693604|-5.100112332456774e-09,1,-3.736043918678433e-09|Freefall
-688.0846557617188,191.21446228027344,841.004150390625|0.5909481644630432,0,-0.8067095279693604|-6.1129457051833924e-09,1,-4.477985982020982e-09|Freefall
-688.0846557617188,190.092041015625,841.004150390625|0.5909481644630432,0,-0.8067095279693604|-6.105110195164798e-09,1,-4.47224612898367e-09|Freefall
-688.0846557617188,189.27565002441406,841.004150390625|0.5909481644630432,0,-0.8067095279693604|-4.065725978108503e-09,1,-2.9783129296134803e-09|Freefall
-688.0846557617188,188.40475463867188,841.004150390625|0.5909481644630432,0,-0.8067095279693604|-4.062251868219846e-09,1,-2.9757678543518296e-09|Landed
-688.0846557617188,188.02064514160156,841.004150390625|0.5909481644630432,0,-0.8067095279693604|-4.0587795346880284e-09,1,-2.9732243334024133e-09|Landed
-688.0846557617188,188.13636779785156,841.004150390625|0.5909481644630432,0,-0.8067095279693604|-4.055094038335483e-09,1,-2.970524271006525e-09|Landed
-688.0846557617188,188.2686767578125,841.004150390625|0.5909481644630432,0,-0.8067095279693604|-5.064265895526887e-09,1,-3.709784701655394e-09|Running
-688.0846557617188,188.33689880371094,841.004150390625|0.5909481644630432,0,-0.8067095279693604|-5.058856000772494e-09,1,-3.7058216495466922e-09|Running
-688.0846557617188,188.3694305419922,841.004150390625|0.5909481644630432,0,-0.8067095279693604|-5.053453655534668e-09,1,-3.7018641485531134e-09|Running
-687.9740600585938,188.38470458984375,840.9485473632812|0.5909481644630432,0,-0.8067095279693604|-5.0480544189213106e-09,1,-3.6979093120947937e-09|Running
-687.8246459960938,189.6624298095703,840.8734741210938|0.5909481644630432,0,-0.8067095279693604|-6.050551171199459e-09,1,-4.432279432364794e-09|Running
-687.6358642578125,190.6143035888672,840.7638549804688|0.5909481644630432,0,-0.8067095279693604|-6.042800038130736e-09,1,-4.426601751816861e-09|Running
-687.4064331054688,192.0930633544922,840.6275634765625|0.5909481644630432,0,-0.8067095279693604|-7.0401586782509185e-09,1,-5.157207993988777e-09|Running
-687.1746215820312,193.03541564941406,840.4722900390625|0.5909481644630432,0,-0.8067095279693604|-6.026055654473339e-09,1,-4.4143355637515924e-09|Running
-686.8513793945312,193.8817901611328,840.23095703125|0.5909481644630432,0,-0.8067095279693604|-7.020641401567218e-09,1,-5.142910541877654e-09|Freefall
-686.6433715820312,194.43902587890625,840.083740234375|0.5909481644630432,0,-0.8067095279693604|-5.008314651888668e-09,1,-3.6687979321214925e-09|Freefall
-686.4428100585938,194.96197509765625,839.9454345703125|0.5909481644630432,0,-0.8067095279693604|-5.0029638209991845e-09,1,-3.664878178710751e-09|Freefall
-686.204345703125,195.54808044433594,839.7814331054688|0.5909481644630432,0,-0.8067095279693604|-5.996504626182286e-09,1,-4.392688435217451e-09|Freefall
-685.9707641601562,196.11032104492188,839.623779296875|0.5909481644630432,0,-0.8067095279693604|-5.988820106495041e-09,1,-4.387059160393392e-09|Freefall
-685.7818603515625,196.58010864257812,839.4988403320312|0.5909481644630432,0,-0.8067095279693604|-4.984819224063131e-09,1,-3.6515868107045435e-09|Freefall
-685.5505981445312,197.13357543945312,839.3432006835938|0.5844783782958984,0,-0.8114092946052551|-5.893858290306753e-09,1,-4.2454932902558085e-09|Freefall
-685.3129272460938,197.50112915039062,839.1620483398438|0.5844783782958984,0,-0.8114092946052551|-4.905781558761646e-09,1,-3.5337568426996313e-09|Freefall
-685.0347900390625,197.7835235595703,838.9337768554688|0.5844783782958984,0,-0.8114092946052551|-4.9005435265314645e-09,1,-3.529983860772745e-09|Freefall
-684.7161254882812,197.9807586669922,838.6585083007812|0.5779598355293274,0,-0.8160653114318848|-4.8258224083497225e-09,1.0000001192092896,-3.4177798369228185e-09|Freefall
-684.3603515625,198.0928497314453,838.3361206054688|0.5779598355293274,0,-0.8160653114318848|-4.820674526229141e-09,1.0000001192092896,-3.4141338645099495e-09|Freefall
-683.9927368164062,198.11976623535156,837.9976806640625|0.5714042782783508,0,-0.8206688165664673|-4.744463488748352e-09,1,-3.3034115443086876e-09|Freefall
-683.7002563476562,198.0800018310547,837.7247314453125|0.5648698806762695,0,-0.8251799941062927|-3.73427599953402e-09,1,-2.5562665317835354e-09|Freefall
-683.4099731445312,197.98573303222656,837.449462890625|0.5565299391746521,0,-0.8308275938034058|-3.6561238481169767e-09,1,-2.449054958830743e-09|Freefall
-683.0745239257812,197.79124450683594,837.1305541992188|0.5515835285186768,0,-0.8341197967529297|-4.509311146705386e-09,1.0000001192092896,-2.9818998381614392e-09|Freefall
-682.8385620117188,197.57435607910156,836.9061889648438|0.5449154376983643,0,-0.8384910821914673|-3.542303117498591e-09,1.0000001192092896,-2.3020585437905083e-09|Freefall
-682.6314086914062,197.30296325683594,836.7094116210938|0.5362553596496582,0,-0.8440558910369873|-3.4578095942094933e-09,1,-2.196855586333868e-09|Freefall
-682.4129638671875,196.88706970214844,836.5018920898438|0.5362553596496582,0,-0.8440558910369873|-4.318109869672071e-09,1,-2.743431481988523e-09|Landed
-682.2706298828125,196.49305725097656,836.3666381835938|0.5362117886543274,0,-0.8440834283828735|-3.4507567914232595e-09,1,-2.192125148070545e-09|Landed
-682.1331176757812,195.92388916015625,836.2360229492188|0.5362117886543274,0,-0.8440834283828735|-4.3093026924623246e-09,1,-2.7375242073190975e-09|Running
-682.0554809570312,195.40724182128906,836.1622924804688|0.5362117886543274,0,-0.8440834283828735|-3.444133200858346e-09,1,-2.1879174028072157e-09|Running
-682.0457153320312,194.8361053466797,836.1528930664062|0.5362117886543274,0,-0.8440834283828735|-3.4411924421107187e-09,1,-2.1860493415459814e-09|Running
-682.0455322265625,194.24778747558594,836.1527099609375|0.5362117886543274,0,-0.8440834283828735|-4.2973606895202465e-09,1,-2.729938053391834e-09|Running
-682.0455322265625,194.2619171142578,836.1527099609375|0.5362117886543274,0,-0.8440834283828735|-3.4344052046719753e-09,1,-2.1817374573629422e-09|Running
-682.0455322265625,194.33802795410156,836.1527099609375|0.5362117886543274,0,-0.8440834283828735|-5.145836201592147e-09,1,-3.268940007572496e-09|Running
-681.9580688476562,194.37037658691406,836.177734375|0.5362117886543274,0,-0.8440834283828735|-4.283621901635115e-09,1,-2.7212103681506505e-09|Running
-681.7285766601562,194.3852081298828,836.2477416992188|0.5362117886543274,0,-0.8440834283828735|-4.279052223665758e-09,1,-2.7183075790304656e-09|Running
-681.3899536132812,194.39210510253906,836.3574829101562|0.5362117886543274,0,-0.8440834283828735|-4.2744834338748205e-09,1,-2.7154050119548856e-09|Running
-681.0396118164062,195.46539306640625,836.4716186523438|0.5362117886543274,0,-0.8440834283828735|-4.2699195290651915e-09,1,-2.7125057755483795e-09|Running
-680.5936889648438,196.4612274169922,836.65380859375|0.5362117886543274,0,-0.8440834283828735|-5.117890999883912e-09,1,-3.25118754140874e-09|Running
-680.2161865234375,197.53451538085938,836.816162109375|0.5362117886543274,0,-0.8440834283828735|-4.259903096937023e-09,1,-2.706142643305043e-09|Running
-679.7623291015625,198.53700256347656,837.0631103515625|0.5362117886543274,0,-0.8440834283828735|-5.105886380363245e-09,1,-3.2435614194525897e-09|Running
-679.4595947265625,199.40245056152344,837.2366943359375|0.5362117886543274,0,-0.8440834283828735|-3.4002924920173427e-09,1,-2.1600672361898887e-09|Running
-679.0110473632812,200.43453979492188,837.5488891601562|0.5362117886543274,0,-0.8440834283828735|-5.094995092491672e-09,1,-3.2366425095631257e-09|Running
-678.7109985351562,201.03204345703125,837.7471313476562|0.5362117886543274,0,-0.8440834283828735|-3.3930360743283927e-09,1,-2.155457590191645e-09|Running
-678.3362426757812,201.6880340576172,838.0010986328125|0.5362117886543274,0,-0.8440834283828735|-4.237221684633141e-09,1,-2.6917341688914576e-09|Freefall
-677.9598999023438,202.26904296875,838.2552490234375|0.5362117886543274,0,-0.8440834283828735|-4.232696859673979e-09,1,-2.688859801480703e-09|Freefall
-677.5809936523438,202.79917907714844,838.5094604492188|0.5362117886543274,0,-0.8440834283828735|-4.228177807874545e-09,1,-2.6859889867836273e-09|Freefall
-677.1951904296875,203.2859649658203,838.7628784179688|0.5362117886543274,0,-0.8440834283828735|-4.223664085145629e-09,1,-2.6831215027556254e-09|Freefall
-676.794677734375,203.75686645507812,839.0096435546875|0.5362117886543274,0,-0.8440834283828735|-4.219153026951972e-09,1,-2.680256017129068e-09|Freefall
-676.4738159179688,204.13946533203125,839.2001342773438|0.5362117886543274,0,-0.8440834283828735|-3.3720817249616175e-09,1,-2.1421460161263894e-09|Freefall
-676.0368041992188,204.5410919189453,839.435791015625|0.5362117886543274,0,-0.8440834283828735|-4.2110528397643066e-09,1,-2.6751101334099303e-09|Freefall
-675.6744384765625,204.8010711669922,839.6048583984375|0.5362117886543274,0,-0.8440834283828735|-3.3656042397467445e-09,1,-2.1380313075525237e-09|Freefall
-675.2105712890625,205.0493927001953,839.791015625|0.5362117886543274,0,-0.8440834283828735|-4.202965531163727e-09,1,-2.66997268738578e-09|Freefall
-674.7796630859375,205.2125701904297,839.9598388671875|0.5362117886543274,0,-0.8440834283828735|-4.198482450590291e-09,1,-2.6671247432830114e-09|Freefall
-674.4766235351562,205.28179931640625,840.07861328125|0.4979848265647888,0,-0.8671857714653015|-2.9891584762964385e-09,1.0000001192092896,-1.7165360244320027e-09|Freefall
-674.0913696289062,205.283447265625,840.2296142578125|0.470689594745636,0,-0.8822988867759705|-4.06357347770836e-09,1,-2.16783857531766e-09|Freefall
-673.8338623046875,205.191162109375,840.33056640625|0.45794782042503357,0,-0.8889790773391724|-3.215988586546814e-09,1,-1.6566812366392014e-09|Freefall
-673.6694946289062,205.05601501464844,840.3949584960938|0.45794782042503357,0,-0.8889790773391724|-2.5703168482493766e-09,1,-1.324070519892473e-09|Freefall
-673.5704345703125,204.91888427734375,840.4337768554688|0.45794782042503357,0,-0.8889790773391724|-1.9262966777233714e-09,1,-9.923106780718172e-10|Freefall
-673.4708251953125,204.68836975097656,840.4728393554688|0.45794782042503357,0,-0.8889790773391724|-2.5664754765841735e-09,1,-1.322091658373381e-09|Freefall
-673.4080810546875,204.40335083007812,840.4973754882812|0.45794782042503357,0,-0.8889790773391724|-2.564282786110539e-09,1,-1.3209621174681274e-09|Freefall
-673.3853759765625,204.15382385253906,840.50634765625|0.45794782042503357,0,-0.8889790773391724|-1.9217734070764436e-09,1,-9.899804309654314e-10|Freefall
-673.3807373046875,203.77342224121094,840.5081787109375|0.45794782042503357,0,-0.8889790773391724|-2.560449630095718e-09,1,-1.3189875858188316e-09|Freefall
-673.3806762695312,203.33853149414062,840.5081787109375|0.45794782042503357,0,-0.8889790773391724|-2.5582627127818114e-09,1,-1.317860931493442e-09|Freefall
-673.3806762695312,202.71827697753906,840.5081787109375|0.45794782042503357,0,-0.8889790773391724|-3.194755571200858e-09,1,-1.645743208378292e-09|Freefall
-673.3806762695312,202.0128631591797,840.5081787109375|0.45794782042503357,0,-0.8889790773391724|-3.1913447440246046e-09,1,-1.6439862804418226e-09|Freefall
-673.3806762695312,201.38722229003906,840.5081787109375|0.45794782042503357,0,-0.8889790773391724|-2.550621935881736e-09,1,-1.3139249688265409e-09|Landed
-673.3806762695312,201.26251220703125,840.5081787109375|0.45794782042503357,0,-0.8889790773391724|-3.821848615359613e-09,1,-1.9687833585635417e-09|Landed
-673.220947265625,201.326904296875,840.4152221679688|0.45794782042503357,0,-0.8889790773391724|-3.1808606859584643e-09,1,-1.638585489516231e-09|Running
