Replay 7|false|11160
-415.3764953613281,658.6973266601562,-351.7630310058594|-0.8019622564315796,0,-0.5973747372627258|-4.855882806964473e-09,1,6.518914297259926e-09|Running
-415.674072265625,658.81982421875,-352.139892578125|-0.8019622564315796,0,-0.5973747372627258|-4.850696733171844e-09,1,6.511951866627896e-09|Running
-416.0205078125,659.0086669921875,-352.5465393066406|-0.8019622564315796,0,-0.5973747372627258|-5.8139959513425765e-09,1,7.805160073814932e-09|Running
-416.3078308105469,660.0956420898438,-352.88116455078125|-0.8019622564315796,0,-0.5973747372627258|-4.839304512671561e-09,1,6.49665832241908e-09|Running
-416.6966247558594,661.1028442382812,-353.3040466308594|-0.8019622564315796,0,-0.5973747372627258|-5.8003419844965265e-09,1,7.78682984758916e-09|Running
-417.0246887207031,662.1761474609375,-353.6583557128906|-0.8019622564315796,0,-0.5973747372627258|-4.8279371611670285e-09,1,6.481397640811792e-09|Running
-417.3768005371094,663.028076171875,-354.0086975097656|-0.8019622564315796,0,-0.5973747372627258|-4.822777288637781e-09,1,6.474470737316551e-09|Running
-417.80914306640625,663.83056640625,-354.4237365722656|-0.8019622564315796,0,-0.5973747372627258|-5.780532053023535e-09,1,7.76023512116808e-09|Running
-418.1707458496094,664.4400024414062,-354.76666259765625|-0.8019622564315796,0,-0.5973747372627258|-4.811450349251345e-09,1,6.459264678682075e-09|Running
-418.5315246582031,664.993408203125,-355.1087341308594|-0.8019622564315796,0,-0.5973747372627258|-4.806314457539429e-09,1,6.452369749609943e-09|Freefall
-418.8912353515625,665.5084228515625,-355.4501037597656|-0.8019622564315796,0,-0.5973747372627258|-4.801182118541192e-09,1,6.445480149608329e-09|Freefall
-419.2503356933594,665.9973754882812,-355.79083251953125|-0.8019622564315796,0,-0.5973747372627258|-4.796051111810584e-09,1,6.438591437785135e-09|Freefall
-419.6085510253906,666.4719848632812,-356.1317443847656|-0.8019622564315796,0,-0.5973747372627258|-4.7909289868641736e-09,1,6.431715160459817e-09|Freefall
-419.96673583984375,666.9417114257812,-356.47186279296875|-0.8019622564315796,0,-0.5973747372627258|-4.785811746899071e-09,1,6.424845544472646e-09|Freefall
-420.4139099121094,667.3930053710938,-356.871826171875|-0.8019622564315796,0,-0.5973747372627258|-5.736222608021535e-09,1,7.700751147865503e-09|Freefall
-420.7868347167969,667.6754150390625,-357.2049255371094|-0.8019622564315796,0,-0.5973747372627258|-4.774571848997766e-09,1,6.409755837211151e-09|Freefall
-421.1597595214844,667.8726806640625,-357.53802490234375|-0.8019622564315796,0,-0.5973747372627258|-4.769472372601058e-09,1,6.402910202041312e-09|Freefall
-421.6072692871094,667.9969482421875,-357.937744140625|-0.8019622564315796,0,-0.5973747372627258|-5.716639162045567e-09,1,7.67446017846396e-09|Freefall
-421.9803466796875,668.0068359375,-358.27069091796875|-0.8019768595695496,0,-0.5973551273345947|-4.758257787784714e-09,1,6.388181095218215e-09|Freefall
-422.27880859375,667.9534301757812,-358.53704833984375|-0.8019768595695496,0,-0.5973551273345947|-3.802949510856024e-09,1,5.1056354699596795e-09|Freefall
-422.6518859863281,667.81005859375,-358.8699951171875|-0.8019768595695496,0,-0.5973551273345947|-4.7491170995783705e-09,1,6.3759086899040085e-09|Freefall
-423.02496337890625,667.5814819335938,-359.20294189453125|-0.8019768595695496,0,-0.5973551273345947|-4.744045156712673e-09,1,6.369099914138587e-09|Freefall
-423.3980407714844,667.2677612304688,-359.535888671875|-0.8019768595695496,0,-0.5973551273345947|-4.738982539720382e-09,1,6.362303128781832e-09|Freefall
-423.6965026855469,666.9555053710938,-359.80224609375|-0.8019768595695496,0,-0.5973551273345947|-3.787544944344745e-09,1,5.084953791367752e-09|Freefall
-423.9949645996094,666.5887451171875,-360.068603515625|-0.8019768595695496,0,-0.5973551273345947|-3.784308422183358e-09,1,5.080608822538579e-09|Freefall
-424.3680419921875,666.0536499023438,-360.40155029296875|-0.8019768595695496,0,-0.5973551273345947|-4.72583794319803e-09,1,6.34465591176081e-09|Freefall
-424.66650390625,665.5642700195312,-360.66790771484375|-0.8019768595695496,0,-0.5973551273345947|-3.777033352747594e-09,1,5.070841524457137e-09|Freefall
-425.07525634765625,664.7279663085938,-361.0326843261719|-0.8019768595695496,0,-0.5973551273345947|-5.65949598296811e-09,1,7.59813456596703e-09|Freefall
-425.31072998046875,664.102294921875,-361.2427978515625|-0.8019768595695496,0,-0.5973551273345947|-3.768966472250668e-09,1,5.0600115208965235e-09|Freefall
-425.5633544921875,663.2435913085938,-361.46826171875|-0.8019768595695496,0,-0.5973551273345947|-4.70667504970379e-09,1,6.318928491566567e-09|Freefall
-425.76971435546875,662.2997436523438,-361.65240478515625|-0.8019768595695496,0,-0.5973551273345947|-4.701646183491448e-09,1,6.312177447398426e-09|Freefall
-425.82080078125,661.4833374023438,-361.6979675292969|-0.8019768595695496,0,-0.5973551273345947|-3.7577003730859815e-09,1,5.04488628649824e-09|Landed
-425.8221435546875,660.870849609375,-361.6991271972656|-0.8019768595695496,0,-0.5973551273345947|-4.6926054153573205e-09,1,6.300040045204014e-09|Landed
-425.8221435546875,660.9573974609375,-361.6991271972656|-0.8019768595695496,0,-0.5973551273345947|-4.687189747443199e-09,1,6.292768528481929e-09|Running
-425.8221435546875,661.0469360351562,-361.6991271972656|-0.8019768595695496,0,-0.5973551273345947|-5.6178959262354056e-09,1,7.542285018757866e-09|Running
-425.8221435546875,661.0950317382812,-361.6991271972656|-0.8019768595695496,0,-0.5973551273345947|-8.414239083265329e-09,1,1.1296505064706253e-08|Running
-425.9013977050781,661.0997314453125,-361.8086242675781|-0.8019768595695496,0,-0.5973551273345947|-3.734465625626626e-09,1,5.013692572219952e-09|Running
-426.1563720703125,661.0474853515625,-362.1097106933594|-0.8019768595695496,0,-0.5973551273345947|-4.663590846831767e-09,1,6.261086316072806e-09|Running
-426.5458679199219,660.8723754882812,-362.50994873046875|-0.8019768595695496,0,-0.5973551273345947|-5.5897348971711835e-09,1,7.50447792796649e-09|Running
-426.9010925292969,661.9456787109375,-362.8488464355469|-0.8019768595695496,0,-0.5973551273345947|-4.652638718738444e-09,1,6.24638252233467e-09|Running
-427.2833251953125,662.7880249023438,-363.16485595703125|-0.8019768595695496,0,-0.5973551273345947|-4.647670692747852e-09,1,6.239712302402722e-09|Running
-427.66937255859375,663.861328125,-363.4776611328125|-0.8019768595695496,0,-0.5973551273345947|-4.642708884006197e-09,1,6.233050964254971e-09|Running
-428.15679931640625,664.861328125,-363.82574462890625|-0.8019768595695496,0,-0.5973551273345947|-5.564709582017713e-09,1,7.470879914706074e-09|Running
-428.4803771972656,665.44970703125,-364.0589294433594|-0.8019768595695496,0,-0.5973551273345947|-3.705846074453234e-09,1,4.975269529694515e-09|Freefall
-428.8874206542969,666.0877075195312,-364.34686279296875|-0.8019768595695496,0,-0.5973551273345947|-4.627857208561181e-09,1,6.213112246911123e-09|Freefall
-429.294677734375,666.6566162109375,-364.6343688964844|-0.8019768595695496,0,-0.5973551273345947|-4.622912719298711e-09,1,6.206473557313075e-09|Freefall
-429.701904296875,667.1715087890625,-364.92193603515625|-0.8019768595695496,0,-0.5973551273345947|-4.6179757795528076e-09,1,6.199845969945272e-09|Freefall
-430.1091003417969,667.6552124023438,-365.2095642089844|-0.8019768595695496,0,-0.5973551273345947|-4.6130446129666325e-09,1,6.193225488004828e-09|Freefall
-430.5162658691406,668.125244140625,-365.4971923828125|-0.8019768595695496,0,-0.5973551273345947|-4.608118331361766e-09,1,6.1866121114917405e-09|Freefall
-431.0066833496094,668.6787109375,-365.8402404785156|-0.8019768595695496,0,-0.5973551273345947|-5.5232480811184814e-09,1,7.415215996786628e-09|Freefall
-431.50640869140625,669.1095581054688,-366.1722412109375|-0.8319000601768494,0,-0.5549255609512329|-5.4588635833852095e-09,1.0000001192092896,8.183492106184076e-09|Freefall
-432.0194091796875,669.4177856445312,-366.48321533203125|-0.8493090867996216,0,-0.5278961062431335|-5.376143974444858e-09,1.0000001192092896,8.649443827835057e-09|Freefall
-432.5429382324219,669.6033935546875,-366.7762756347656|-0.8718166947364807,0,-0.48983234167099|-5.2156141627790475e-09,1.0000001192092896,9.282889124051508e-09|Freefall
-432.9888000488281,669.6643676757812,-367.00238037109375|-0.8888540267944336,0,-0.4581904411315918|-4.2027243907227785e-09,1.0000001192092896,8.152960084828464e-09|Freefall
-433.4429016113281,669.6401977539062,-367.2115478515625|-0.8996325135231018,0,-0.43664786219596863|-4.088522409517736e-09,1,8.423647557265213e-09|Freefall
-433.90216064453125,669.5308837890625,-367.40924072265625|-0.909874677658081,0,-0.4148833155632019|-3.961428962639957e-09,1.0000001192092896,8.687752739433563e-09|Freefall
-434.4588623046875,669.2872924804688,-367.63299560546875|-0.9196037650108337,0,-0.3928472697734833|-4.5852179830774276e-09,1,1.0733391953010596e-08|Freefall
-434.9270324707031,668.9906005859375,-367.8085021972656|-0.9317030906677246,0,-0.36322078108787537|-3.6168115169488146e-09,1,9.277537849072814e-09|Freefall
-435.4004211425781,668.6087646484375,-367.96942138671875|-0.9455214142799377,0,-0.3255598843097687|-3.3325346926460497e-09,1.0000001192092896,9.678657875156205e-09|Freefall
-435.87969970703125,668.1417846679688,-368.11175537109375|-0.9578330516815186,0,-0.28732550144195557|-3.016429328539516e-09,1.0000001192092896,1.0055618560045332e-08|Freefall
-436.3642883300781,667.5896606445312,-368.23480224609375|-0.9685845971107483,0,-0.24868445098400116|-2.6714750411827026e-09,1.0000001192092896,1.0404951567011267e-08|Freefall
-436.9761047363281,666.673583984375,-368.3871154785156|-0.979518473148346,0,-0.20135411620140076|-3.1049061099963637e-09,1,1.510430003293095e-08|Freefall
-437.3407897949219,665.9170532226562,-368.47796630859375|-0.9911086559295654,0,-0.1330551952123642|-1.5117952445464766e-09,1,1.1261141352747472e-08|Landed
-437.4776916503906,665.8668212890625,-368.5120849609375|-0.9976062178611755,0,-0.06915190070867538|-8.04693367495446e-10,1.0000001192092896,1.160874951722235e-08|Landed
-437.4803771972656,665.9435424804688,-368.51275634765625|-0.999985933303833,0,-0.005309984087944031|-5.039218348157348e-11,1.0000001192092896,9.489948382679358e-09|Running
-437.48040771484375,665.8753662109375,-368.51275634765625|-0.999271035194397,0,0.038177620619535446|6.403798602505617e-10,1.0000001192092896,1.6761470433834802e-08|Running
-437.48040771484375,665.8035278320312,-368.51275634765625|-0.9975399971008301,0,0.07009971141815186|8.447461619098817e-10,1,1.2020992201655645e-08|Running
-437.48040771484375,665.8153686523438,-368.51275634765625|-0.9973030686378479,0,0.07339393347501755|8.840820298061658e-10,1.0000001192092896,1.2013224193196947e-08|Running
-437.48040771484375,665.8282470703125,-368.51275634765625|-0.9965769052505493,0,0.08267169445753098|1.1957500545278776e-09,1.0000001192092896,1.4414327509371105e-08|Running
-437.5203552246094,665.8341064453125,-368.53228759765625|-0.9965769052505493,0,0.08267169445753098|7.963156245516245e-10,1.0000001192092896,9.59929291610706e-09|Running
-437.77435302734375,665.85546875,-368.6444396972656|-0.9965769052505493,0,0.08267169445753098|9.944387535654187e-10,1.0000001192092896,1.1987593140361241e-08|Running
-438.3819580078125,665.8598022460938,-368.8884582519531|-0.9965769052505493,0,0.08267169445753098|1.3904306594980653e-09,1.0000001192092896,1.6761131149678477e-08|Running
-438.8338928222656,665.8598022460938,-369.0556640625|-0.9965769052505493,0,0.08267169445753098|9.91892235013836e-10,1.0000001192092896,1.1956896805997985e-08|Running
-439.8711242675781,666.06787109375,-369.4158020019531|-0.9965769052505493,0,0.08267169445753098|2.178436098176917e-09,1.0000001192092896,2.626024731000598e-08|Running
-440.8271789550781,666.0805053710938,-369.7088623046875|-0.9965769052505493,0,0.08267169445753098|1.975956509525645e-09,1.0000001192092896,2.381942998397335e-08|Running
-441.87957763671875,668.3294067382812,-370.0287780761719|-0.9965769052505493,0,0.08267169445753098|2.1686812345933504e-09,1.0000001192092896,2.6142656039951362e-08|Running
-443.43988037109375,670.3749389648438,-370.3817138671875|-0.9965769052505493,0,0.08267169445753098|3.145367521995013e-09,1.0000001192092896,3.7916251471870055e-08|Running
-444.4922790527344,672.6238403320312,-370.7016296386719|-0.9965769052505493,0,0.08267169445753098|2.156216538651279e-09,1.0000001192092896,2.5992399343977013e-08|Running
-445.07666015625,673.4780883789062,-370.8352355957031|-0.9755204916000366,0,-0.21990866959095|-2.802999610196366e-09,1.0000001192092896,1.2434178131570661e-08|Freefall
-445.6311950683594,674.2144165039062,-371.05810546875|-0.9755271077156067,0,-0.2198796421289444|-2.799084297677723e-09,1,1.2418532868707644e-08|Freefall
-446.0957946777344,674.7745971679688,-371.2381286621094|-0.9755271077156067,0,-0.2198796421289444|-2.3298341034205805e-09,1,1.0336638212038451e-08|Freefall
-446.651123046875,675.3836669921875,-371.4606628417969|-0.973282516002655,0,-0.22961081564426422|-2.9004101342877675e-09,1,1.2294361972919887e-08|Freefall
-447.0247497558594,675.7744750976562,-371.6001281738281|-0.973282516002655,0,-0.22961081564426422|-1.9315413712917007e-09,1,8.187487132715887e-09|Freefall
-447.489501953125,676.24462890625,-371.7802429199219|-0.973282516002655,0,-0.22961081564426422|-2.412105848392798e-09,1,1.0224519897406026e-08|Freefall
-447.8631286621094,676.627197265625,-371.9197082519531|-0.973282516002655,0,-0.22961081564426422|-1.9278298957203788e-09,1,8.171753940189319e-09|Freefall
-448.2252502441406,676.955322265625,-372.08880615234375|-0.973282516002655,0,-0.22961081564426422|-1.926182324751835e-09,1,8.164771081453637e-09|Freefall
-448.6759948730469,677.288818359375,-372.3052673339844|-0.973282516002655,0,-0.22961081564426422|-2.4054134240003577e-09,1,1.0196152366859224e-08|Freefall
-449.0365905761719,677.4943237304688,-372.4784851074219|-0.973282516002655,0,-0.22961081564426422|-1.922480397098525e-09,1,8.149078745134375e-09|Freefall
-449.3971862792969,677.6453247070312,-372.6517028808594|-0.9732893705368042,0,-0.22958190739154816|-1.9206278789596354e-09,1,8.142308161041001e-09|Freefall
-449.8479309082031,677.7573852539062,-372.86822509765625|-0.9732893705368042,0,-0.22958190739154816|-2.39847630645329e-09,1,1.0168099251472995e-08|Freefall
-450.2085266113281,677.7857055664062,-373.04144287109375|-0.9732893705368042,0,-0.22958190739154816|-1.916935499224337e-09,1,8.126654904572206e-09|Freefall
-450.5691223144531,677.7595825195312,-373.21466064453125|-0.9732893705368042,0,-0.22958190739154816|-1.915297476173805e-09,1,8.11971112568699e-09|Freefall
-451.0198669433594,677.6502685546875,-373.4311828613281|-0.9732893705368042,0,-0.22958190739154816|-2.391821185554477e-09,1,1.0139884487614381e-08|Freefall
-451.46600341796875,677.455810546875,-373.65692138671875|-0.9732893705368042,0,-0.22958190739154816|-2.3892670064640242e-09,1,1.0129056704499817e-08|Freefall
-452.0693054199219,677.0404052734375,-374.011474609375|-0.9732893705368042,0,-0.22958190739154816|-3.3406855060036378e-09,1,1.416249961749827e-08|Freefall
-452.4796142578125,676.6415405273438,-374.29644775390625|-0.9732893705368042,0,-0.22958190739154816|-2.383146124884661e-09,1,1.0103107683789858e-08|Freefall
-452.94476318359375,676.050537109375,-374.6751708984375|-0.9732893705368042,0,-0.22958190739154816|-2.856416436713971e-09,1,1.2109489411216146e-08|Freefall
-453.3275146484375,675.46435546875,-374.99688720703125|-0.9732893705368042,0,-0.22958190739154816|-2.3775492685729205e-09,1,1.0079380885485989e-08|Freefall
-453.633544921875,674.93408203125,-375.2545166015625|-0.9732893705368042,0,-0.22958190739154816|-1.900210655492174e-09,1,8.055751621327545e-09|Freefall
-453.9407653808594,674.3493041992188,-375.5107116699219|-0.9732893705368042,0,-0.22958190739154816|-1.8985863992071472e-09,1,8.04886646221803e-09|Freefall
-454.3268737792969,673.5416870117188,-375.82843017578125|-0.9732893705368042,0,-0.22958190739154816|-2.370951879271388e-09,1,1.0051411258871212e-08|Freefall
-454.8139953613281,672.2679443359375,-376.22869873046875|-0.9732893705368042,0,-0.22958190739154816|-3.315079322163683e-09,1,1.40539455628641e-08|Freefall
-454.9939880371094,671.6710205078125,-376.3765869140625|-0.9732893705368042,0,-0.22958190739154816|-1.4192301778237493e-09,1,6.0166831516994534e-09|Freefall
-455.255615234375,670.6079711914062,-376.5915832519531|-0.9732893705368042,0,-0.22958190739154816|-2.3633628387642602e-09,1,1.0019238771974415e-08|Freefall
-455.3895568847656,669.9625244140625,-376.70166015625|-0.9732893705368042,0,-0.22958190739154816|-1.4168062278940852e-09,1,6.006407371472733e-09|Freefall
-455.605712890625,668.6409912109375,-376.8792419433594|-0.9732893705368042,0,-0.22958190739154816|-2.8308877464411353e-09,1,1.2001263094418846e-08|Freefall
-455.73309326171875,667.5482177734375,-376.9839172363281|-0.9732893705368042,0,-0.22958190739154816|-2.3563018203276442e-09,1,9.989303606516842e-09|Freefall
-455.8125,666.4554443359375,-377.0491638183594|-0.9732893705368042,0,-0.22958190739154816|-2.3537856108646338e-09,1,9.978637471874663e-09|Freefall
-455.84149169921875,665.5880126953125,-377.072998046875|-0.9732893705368042,0,-0.22958190739154816|-1.881218736343726e-09,1,7.975237359403309e-09|Freefall
-455.8453063964844,664.7205810546875,-377.0761413574219|-0.9732893705368042,0,-0.22958190739154816|-1.879610023181044e-09,1,7.968417037318432e-09|Freefall
-455.84539794921875,663.6278076171875,-377.076171875|-0.9732893705368042,0,-0.22958190739154816|-2.3472528365431344e-09,1,9.950942292391574e-09|Freefall
-455.84539794921875,664.7011108398438,-377.076171875|-0.9732893705368042,0,-0.22958190739154816|-2.3447448427305062e-09,1,9.940309020350924e-09|Freefall
-455.8755798339844,665.5477905273438,-377.0980224609375|-0.9732893705368042,0,-0.22958190739154816|-2.342239513453137e-09,1,9.92968818280815e-09|Freefall
-455.9208068847656,666.8255615234375,-377.13079833984375|-0.9732893705368042,0,-0.22958190739154816|-2.80738610136666e-09,1,1.1901630792010565e-08|Freefall
-455.9913024902344,667.663818359375,-377.1755065917969|-0.9732893705368042,0,-0.22958190739154816|-2.3367403567675638e-09,1,9.90637527564786e-09|Freefall
-456.0691223144531,668.7371215820312,-377.2240295410156|-0.9732893705368042,0,-0.22958190739154816|-2.334243243140577e-09,1,9.895789077063455e-09|Freefall
-456.1811218261719,669.5877075195312,-377.28741455078125|-0.9732893705368042,0,-0.22958190739154816|-2.3317496822272687e-09,1,9.885217089333764e-09|Freefall
-456.2933654785156,670.3251342773438,-377.3501281738281|-0.9732893705368042,0,-0.22958190739154816|-2.329257675626195e-09,1,9.874653095209851e-09|Freefall
-456.4350891113281,671.0811767578125,-377.4278869628906|-0.9732893705368042,0,-0.22958190739154816|-2.7918265477211435e-09,1,1.1835667557136276e-08|Freefall
-456.54754638671875,671.641845703125,-377.4901428222656|-0.9732893705368042,0,-0.22958190739154816|-2.323790049274521e-09,1,9.851473414812517e-09|Freefall
-456.6894226074219,672.2355346679688,-377.5675048828125|-0.9732893705368042,0,-0.22958190739154816|-2.7852693484931024e-09,1,1.1807869348956501e-08|Freefall
-456.83123779296875,672.7965087890625,-377.6451110839844|-0.9732893705368042,0,-0.22958190739154816|-2.7817006476027473e-09,1,1.179273922957691e-08|Freefall
-456.94366455078125,673.2662353515625,-377.70745849609375|-0.9732893705368042,0,-0.22958190739154816|-2.315361680160777e-09,1,9.8157428851664e-09|Freefall
-457.1545104980469,673.717529296875,-377.81298828125|-0.9732893705368042,0,-0.22958190739154816|-2.7751694275934824e-09,1,1.1765051155521178e-08|Freefall
-457.341064453125,673.9502563476562,-377.9020690917969|-0.9732893705368042,0,-0.22958190739154816|-1.8481360886113407e-09,1,7.834986881505301e-09|Freefall
-457.6899719238281,674.1972045898438,-378.0635681152344|-0.9732893705368042,0,-0.22958190739154816|-2.769243501177243e-09,1,1.173992902891996e-08|Freefall
-458.0437316894531,674.3092651367188,-378.2243957519531|-0.9732893705368042,0,-0.22958190739154816|-2.3049928632445926e-09,1,9.771784270640183e-09|Freefall
-458.45465087890625,674.336181640625,-378.4093933105469|-0.9732893705368042,0,-0.22958190739154816|-2.3025317208436036e-09,1,9.761351726922385e-09|Freefall
-458.9064636230469,674.2779541015625,-378.6143493652344|-0.9732893705368042,0,-0.22958190739154816|-2.3000732429778736e-09,1,9.750928953167204e-09|Freefall
-459.8168029785156,673.906005859375,-379.0281677246094|-0.9732893705368042,0,-0.22958190739154816|-4.592777269607495e-09,1,1.9470615342243036e-08|Freefall
-460.272216796875,673.59228515625,-379.2345886230469|-0.9732893705368042,0,-0.22958190739154816|-2.2927102438785596e-09,1,9.719713922606843e-09|Freefall
-460.81744384765625,673.1034545898438,-379.48516845703125|-0.9732893705368042,0,-0.22958190739154816|-2.7480171471694348e-09,1,1.1649942344149622e-08|Landed
-461.2718505859375,672.6024169921875,-379.69378662109375|-0.9732893705368042,0,-0.22958190739154816|-2.2873223315400537e-09,1,9.696872638187415e-09|Landed
-461.72515869140625,672.0162353515625,-379.9047546386719|-0.9732893705368042,0,-0.22958190739154816|-2.284878286573644e-09,1,9.686511148743193e-09|Running
-462.08770751953125,671.4859619140625,-380.0738220214844|-0.9732893705368042,0,-0.22958190739154816|-1.826144901961868e-09,1,7.741757457324638e-09|Running
-462.6318054199219,670.7919311523438,-380.32672119140625|-0.9732893705368042,0,-0.22958190739154816|-2.736290971583344e-09,1,1.1600230109820586e-08|Running
-463.0837707519531,670.844482421875,-380.54052734375|-0.9732893705368042,0,-0.22958190739154816|-2.2775634711535986e-09,1,9.655500399219363e-09|Running
-463.4452209472656,670.9092407226562,-380.7119140625|-0.9732893705368042,0,-0.22958190739154816|-1.8202988005810994e-09,1,7.716973726701326e-09|Running
-463.89703369140625,671.9825439453125,-380.9261474609375|-0.9732893705368042,0,-0.22958190739154816|-2.2731858617675016e-09,1,9.636942799318149e-09|Running
-464.612548828125,673.3338623046875,-381.26641845703125|-0.9732095003128052,-0.00006103540363255888,-0.2299203723669052|-0.0000905568158486858,1.0000001192092896,0.0001178466627607122|Running
-465.04730224609375,674.057861328125,-381.47113037109375|-0.9730730652809143,-0.0002441380056552589,-0.23049679398536682|-0.0002794644969981164,1,0.00012061494635418057|Running
-465.4974060058594,674.665283203125,-381.6888122558594|-0.9732893705368042,0.00006103466876083985,-0.22958190739154816|0.00006970798858674243,1,-0.000029668577553820796|Running
-466.03778076171875,675.3026733398438,-381.9495544433594|-0.9732893705368042,0,-0.22958190739154816|-8.571403782298148e-07,1,0.0000036337603432912147|Running
-466.57879638671875,675.8872680664062,-382.208984375|-0.9673881530761719,0,-0.25329887866973877|1.2731292997614219e-07,1.0000001192092896,-4.862280320594436e-07|Running
-467.1145935058594,676.4421997070312,-382.4789733886719|-0.9191466569900513,0,-0.39391565322875977|-3.7994439594513096e-08,1.0000001192092896,8.865466583074522e-08|Running
-467.7955017089844,677.1528930664062,-382.8942565917969|-0.7788909673690796,0,-0.6271593570709229|2.0092461028298203e-08,1,-2.4953523691806367e-08|Running
-468.3252868652344,677.595947265625,-383.3431396484375|-0.5855429172515869,0,-0.8106414079666138|2.5255777913457678e-08,1,-1.8242767296783313e-08|Running
-468.70770263671875,677.8428955078125,-383.7922668457031|-0.5855429172515869,0,-0.8106414079666138|2.1617745815660783e-08,1,-1.5614940451769144e-08|Running
-469.0188903808594,677.9671630859375,-384.29541015625|-0.5855429172515869,0,-0.8106414079666138|2.1590036425322978e-08,1,-1.559492623925962e-08|Running
-469.2479248046875,677.97705078125,-384.7394714355469|-0.5855429172515869,0,-0.8106414079666138|1.7970563703784137e-08,1,-1.2980507335669245e-08|Running
-469.4764709472656,677.8347778320312,-385.1841735839844|-0.5855429172515869,0,-0.8106414079666138|1.7951379049918614e-08,1,-1.2966649087786664e-08|Running
-469.75408935546875,677.5457153320312,-385.716064453125|-0.5855429172515869,0,-0.8106414079666138|2.1516356696338335e-08,1,-1.554170658835119e-08|Running
-469.9888000488281,677.211181640625,-386.1575622558594|-0.5855429172515869,0,-0.8106414079666138|1.7909224325762807e-08,1,-1.2936200555202504e-08|Running
-470.22393798828125,676.9058227539062,-386.5988464355469|-0.5855429172515869,0,-0.8106414079666138|1.789008052810459e-08,1,-1.2922372505386193e-08|Running
-470.5091552734375,676.9337768554688,-387.12677001953125|-0.5691163539886475,0,-0.8222569823265076|8.41779179694413e-09,1,-5.826283899779128e-09|Running
-470.6996765136719,676.9619140625,-387.4784851074219|-0.5565862059593201,0,-0.8307899236679077|-2.108234653519503e-08,1.0000001192092896,1.4124079683597301e-08|Running
-470.9403076171875,676.9818725585938,-387.916748046875|-0.5435802936553955,0,-0.8393572568893433|-2.9668269618809973e-08,1.0000001192092896,1.9213613811075447e-08|Running
-471.2293701171875,676.9927368164062,-388.4424743652344|-0.5308271050453186,0,-0.8474801182746887|-2.7095191867942958e-08,1,1.6971327454484708e-08|Running
-471.4220886230469,676.9960327148438,-388.7929382324219|-0.5238403081893921,0,-0.8518164753913879|-2.6137666253589487e-08,1,1.6073840924946126e-08|Running
-471.7137756347656,676.9984130859375,-389.31732177734375|-0.5158728957176208,0,-0.8566651940345764|-2.0554798751959424e-08,1.0000001192092896,1.2377838309873823e-08|Running
-471.957275390625,676.999267578125,-389.7540283203125|-0.5107164978981018,0,-0.8597493171691895|-1.9524472705256812e-08,1,1.159811358064644e-08|Running
-472.2497253417969,676.9996948242188,-390.2779235839844|-0.5058259963989258,0,-0.8626355528831482|-1.3614423366448136e-08,1,7.983127048305505e-09|Running
-472.49554443359375,676.9998168945312,-390.7133483886719|-0.5031459927558899,0,-0.8642014265060425|-1.2444713703985144e-08,1,7.245426036917024e-09|Running
-472.7911071777344,676.9998168945312,-391.2355651855469|-0.5008870959281921,0,-0.8655126690864563|-1.285861195299276e-08,1,7.441500304850024e-09|Running
-473.0399475097656,676.9998168945312,-391.6692199707031|-0.5001169443130493,0,-0.8659579157829285|-1.3898651118893213e-08,1,8.026892039936229e-09|Running
-473.23907470703125,676.9998168945312,-392.0161437988281|-0.4997859001159668,0,-0.8661490678787231|-1.4803692494069765e-08,1.0000001192092896,8.542036411540721e-09|Running
-473.48809814453125,676.9998168945312,-392.4496765136719|-0.4994547367095947,0,-0.8663400411605835|-1.5969902733559138e-08,1.0000001192092896,9.206827300545228e-09|Running
-473.73931884765625,676.9998168945312,-392.8819274902344|-0.49984484910964966,0,-0.8661149740219116|-1.7181623235273946e-08,1,9.915710919017329e-09|Running
-473.9403991699219,676.9998168945312,-393.22772216796875|-0.5002481341362,0,-0.865882158279419|-1.8196107731682787e-08,1.0000001192092896,1.0512479775570682e-08|Running
-474.3427429199219,676.9998168945312,-393.91912841796875|-0.5009821653366089,0,-0.8654577136039734|-2.0330247707534e-08,1,1.1768445773441272e-08|Running
-474.6976623535156,676.9998168945312,-394.52252197265625|-0.5023180842399597,0,-0.8646829128265381|-2.2471633442933125e-08,1,1.3054390457512e-08|Running
-474.9552307128906,676.9998168945312,-394.95111083984375|-0.5043035745620728,0,-0.8635264039039612|-2.465641735227564e-08,1,1.4399466508052683e-08|Running
-475.2391662597656,676.9998168945312,-395.4795837402344|-0.4993957281112671,0,-0.8663740754127502|-3.0351912982951035e-08,1.0000001192092896,1.7495464632588664e-08|Running
-475.4717102050781,676.9998168945312,-396.0324401855469|-0.479640930891037,0,-0.8774648904800415|-2.9316224114950273e-08,1,1.602487031959754e-08|Running
-475.66961669921875,676.9998168945312,-396.59881591796875|-0.4511399567127228,0,-0.8924533128738403|-3.3441931890365595e-08,1.0000001192092896,1.6905076449802436e-08|Running
-475.83636474609375,676.9998168945312,-397.1751403808594|-0.41754037141799927,0,-0.9086583852767944|-4.7551949933222204e-08,1,2.1850741660500717e-08|Running
-475.9693603515625,676.9998168945312,-397.6571350097656|-0.391664057970047,0,-0.9201083779335022|-4.386410168422117e-08,1.0000001192092896,1.867170595915013e-08|Running
